Hours_Studied,Marks
10.92,87.5
8.61,62.86
6.98,60.19
9.57,80.09
10.37,91.99
5.48,38.07
5.7,41.03
4.63,44.98
11.6,95.33
8.37,57.87
1.0,21.05
10.36,65.86
5.77,53.98
0.83,0.0
6.6,71.63
5.01,24.6
10.53,95.79
2.45,18.77
9.92,75.67
6.69,55.39
0.66,11.56
11.66,84.25
6.15,41.05
3.49,34.42
5.63,27.99
10.29,76.51
3.66,59.68
2.31,8.82
1.55,23.87
3.57,22.73
9.36,79.98
5.66,51.82
2.73,33.13
1.99,13.95
3.99,51.83
11.28,84.34
4.12,35.27
11.86,97.31
5.82,35.36
2.15,14.34
10.69,87.16
5.52,39.87
8.52,92.54
11.8,86.05
0.6,16.61
1.16,17.85
8.65,69.03
3.38,18.4
2.21,10.01
0.47,0.0
0.26,0.0
9.29,64.32
1.61,0.0
5.61,58.36
7.27,64.35
5.14,48.98
0.33,8.49
9.4,76.89
0.13,15.62
9.14,67.03
10.72,86.82
5.19,49.02
6.43,38.2
5.72,76.76
4.67,37.65
10.65,86.61
10.73,98.39
4.03,41.39
7.38,59.43
11.12,90.28
11.54,77.32
6.11,43.3
5.43,48.64
3.34,31.19
11.51,100.0
1.71,12.51
6.96,41.79
3.39,37.69
3.35,41.15
4.86,47.86
11.99,94.25
0.66,15.72
6.94,89.83
0.99,9.08
1.85,1.72
5.27,36.34
6.13,55.26
3.11,8.8
3.8,32.07
1.04,12.15
3.64,44.46
11.6,100.0
11.34,99.34
4.02,10.52
6.85,64.01
10.92,94.38
0.07,3.15
9.73,60.52
11.38,83.28
1.1,0.0
1.94,0.0
11.53,92.2
6.45,43.63
0.17,27.62
3.09,23.04
5.4,56.13
8.31,50.83
8.8,65.08
11.95,96.53
3.45,18.52
6.46,47.45
6.4,49.02
4.87,36.6
2.03,34.79
11.73,97.62
10.24,86.71
5.98,53.24
7.24,64.04
2.73,20.99
6.53,49.0
8.34,68.39
6.18,61.02
11.88,100.0
7.34,56.28
4.45,43.29
9.27,72.18
2.05,16.7
4.61,32.18
4.16,31.49
5.18,54.87
9.38,75.98
5.81,47.83
9.53,61.75
6.92,52.25
4.1,30.43
9.72,69.47
2.86,23.09
2.69,17.25
6.05,49.23
3.13,26.26
0.11,0.0
7.78,58.25
6.13,49.84
5.35,54.61
11.6,95.4
6.85,48.22
10.36,86.88
1.67,30.46
6.83,63.81
10.42,88.8
7.0,63.23
8.62,83.33
4.46,46.47
1.11,14.54
5.49,54.64
4.73,27.05
10.4,68.22
2.93,24.99
11.6,93.49
11.5,86.54
2.97,32.03
4.18,14.78
10.75,80.63
11.6,87.95
5.32,26.21
3.85,45.76
6.31,36.91
8.25,60.14
3.28,35.33
8.84,77.16
0.62,0.0
0.59,11.56
4.64,39.98
4.24,57.26
3.79,34.34
5.89,45.73
3.85,22.23
2.31,11.01
3.71,21.45
11.7,100.0
4.93,39.65
5.34,48.34
6.92,70.49
11.8,70.82
2.9,35.98
8.18,65.96
8.59,73.09
7.29,50.02
1.06,0.95
8.12,69.87
0.77,30.0
7.15,67.26
8.87,83.66
2.53,18.33
10.1,74.79
0.36,0.0
10.13,76.12
5.52,23.66
2.61,13.64
1.61,7.24
11.44,89.76
0.87,8.29
2.39,22.74
4.17,33.24
7.44,53.73
6.54,32.67
1.51,6.31
3.48,18.09
2.87,27.58
2.56,29.59
4.93,48.86
8.45,75.16
2.61,19.54
4.4,29.98
4.69,30.06
11.72,78.66
11.46,100.0
9.6,75.07
2.9,10.74
0.82,0.0
3.8,21.75
3.2,26.04
6.07,59.24
9.33,71.18
10.3,59.87
10.14,79.22
4.32,32.97
8.25,63.73
3.75,23.76
0.73,8.02
8.42,68.01
0.12,0.7
4.91,43.41
3.95,27.32
8.32,61.7
9.19,87.36
3.65,34.79
9.74,86.19
3.53,40.48
5.36,48.11
8.72,79.08
8.32,50.73
11.85,96.83
2.7,19.79
7.95,80.36
7.32,67.81
10.98,81.54
1.88,18.74
9.02,73.85
6.82,59.1
3.3,16.18
5.69,49.15
4.01,29.76
6.95,58.44
10.67,78.1
6.83,48.8
7.58,72.38
6.22,39.28
0.61,0.0
2.79,21.84
5.9,39.51
3.72,20.93
2.18,18.5
6.05,33.35
3.87,20.91
3.1,45.32
5.57,49.14
1.6,5.33
11.13,93.25
10.41,88.97
8.49,77.88
1.27,8.92
9.31,84.25
9.7,57.18
9.21,63.14
1.37,12.58
7.73,65.11
10.01,70.98
6.93,58.02
7.76,55.82
5.5,41.23
6.34,61.0
0.41,12.39
7.67,51.37
0.98,0.0
5.22,37.65
3.51,27.83
6.55,45.78
1.6,23.21
8.3,69.87
9.54,80.38
1.96,3.02
1.25,21.69
1.75,0.0
10.53,92.54
6.34,60.05
5.61,40.53
1.28,22.97
7.79,61.73
10.42,83.95
9.94,82.9
7.51,91.97
0.9,20.67
1.35,17.8
0.59,0.0
3.09,26.15
1.63,4.89
3.12,33.19
4.62,38.37
11.32,79.28
7.32,59.41
10.02,71.66
8.52,69.71
1.35,2.21
8.83,70.92
3.3,33.91
7.67,60.82
4.09,28.82
11.97,97.81
3.16,32.27
3.35,15.72
11.17,91.95
0.3,15.54
8.36,72.62
8.7,70.21
10.04,86.69
11.69,98.07
11.71,100.0
0.78,0.0
9.86,63.36
7.76,72.09
7.77,47.09
1.54,16.34
7.8,58.9
11.79,84.36
10.94,91.03
5.27,44.17
0.48,24.94
4.35,28.53
9.92,93.73
8.42,70.87
5.51,37.49
0.66,13.28
5.12,46.64
5.63,45.38
11.14,91.8
7.69,55.57
3.74,21.66
6.3,58.02
0.79,4.1
11.67,92.57
4.32,37.36
5.73,48.53
4.26,19.81
8.19,78.38
7.95,64.79
8.58,66.64
3.22,30.05
3.79,32.67
1.5,19.69
7.87,68.31
0.48,11.0
7.17,70.89
10.44,92.33
10.69,83.92
5.39,31.88
5.51,60.77
0.92,5.01
8.05,59.66
9.86,61.47
2.94,26.87
5.06,41.93
10.07,65.38
10.53,88.74
2.92,18.36
6.61,79.76
2.31,12.79
1.22,5.43
10.93,78.72
9.85,91.55
9.12,69.24
0.59,0.0
10.12,88.07
5.26,28.25
4.11,39.12
6.56,70.28
1.1,14.44
9.08,79.02
6.99,64.61
2.24,35.01
2.26,30.17
2.21,22.08
0.68,14.51
7.05,47.57
10.08,88.44
0.21,0.0
0.59,1.03
6.87,24.16
9.83,82.69
3.92,24.93
4.2,44.67
7.16,61.15
3.29,37.57
0.32,0.0
8.82,80.97
7.51,81.12
6.97,63.39
8.9,79.11
8.1,66.52
2.47,14.52
4.23,41.45
1.51,0.0
1.56,8.29
8.11,47.2
10.3,75.39
11.55,98.84
7.54,65.38
2.21,18.18
1.27,11.85
9.75,59.18
6.95,51.83
7.42,52.54
9.38,68.43
8.44,73.51
10.01,71.5
0.67,0.0
8.97,50.89
10.21,78.74
3.43,16.59
7.69,62.27
3.77,20.65
11.5,93.01
0.4,1.76
6.96,72.38
2.0,20.96
8.55,49.98
2.11,4.24
2.82,23.15
5.93,38.16
10.98,58.14
2.54,33.82
1.73,21.05
9.11,78.07
6.01,41.99
10.94,91.81
1.76,7.03
7.75,64.06
2.79,13.15
1.88,30.21
8.2,49.91
7.12,69.32
9.06,72.85
3.71,24.81
5.38,44.68
4.87,46.26
11.81,100.0
3.51,31.19
3.54,19.4
4.25,34.59
6.78,72.37
3.03,37.7
10.98,96.96
3.19,33.46
10.75,92.99
1.24,21.52
7.88,58.46
10.88,73.52
2.02,16.89
11.62,84.78
5.43,32.93
11.35,83.59
8.12,89.83
3.62,30.31
2.26,21.7
3.64,16.93
1.12,0.0
1.73,5.62
1.26,24.43
5.08,43.95
9.55,82.36
1.7,20.96
1.56,6.6
7.72,75.65
2.37,12.6
1.17,23.43
2.0,20.44
11.08,70.79
9.86,71.38
4.25,16.14
7.87,74.59
6.45,51.33
8.13,42.72
8.19,69.29
7.54,54.99
3.19,10.71
0.47,20.52
5.47,44.81
10.69,82.6
6.83,50.68
9.99,64.78
11.9,82.15
1.96,28.56
8.3,61.67
8.09,64.95
11.76,73.63
11.83,81.44
8.24,72.02
2.92,27.16
9.58,94.2
1.28,23.7
9.37,72.64
10.92,92.11
4.59,33.59
7.57,81.09
5.16,52.78
5.25,43.72
3.72,31.8
9.15,87.61
11.23,95.67
11.29,100.0
2.1,0.0
10.5,88.59
8.85,65.64
3.03,41.84
0.81,21.92
3.22,26.06
10.95,100.0
7.6,78.62
8.65,69.97
3.09,49.41
8.63,68.75
0.34,0.55
4.5,44.69
7.52,56.63
1.75,14.88
9.88,93.1
2.82,22.76
7.83,45.67
4.86,42.57
7.15,50.26
1.29,18.97
0.2,8.59
10.91,100.0
3.24,34.96
9.84,89.59
11.99,89.25
2.54,28.34
3.18,45.14
7.95,56.75
11.59,100.0
10.99,82.42
6.03,39.76
9.54,79.29
1.63,20.19
11.73,100.0
11.57,82.96
1.96,20.06
3.59,21.89
1.2,0.0
3.26,16.8
9.79,70.82
4.54,41.53
1.06,20.01
4.11,18.12
11.78,97.73
7.56,48.68
4.99,46.24
2.0,9.76
11.83,84.16
9.85,86.8
3.38,21.15
0.84,3.57
0.68,0.0
1.44,21.02
6.97,63.96
11.15,89.22
5.96,32.41
10.12,93.02
5.35,36.14
8.5,63.49
8.78,93.38
2.09,9.66
4.33,42.1
7.65,66.8
0.85,10.69
4.34,37.53
6.42,55.1
11.95,98.36
5.69,45.04
9.79,93.45
5.18,28.35
9.56,86.67
7.14,65.38
10.64,92.1
4.93,50.62
7.25,57.09
7.56,41.79
5.01,39.35
1.73,3.94
1.12,1.66
0.2,0.0
10.48,79.09
2.84,16.74
2.54,0.0
8.83,77.66
3.84,52.92
6.07,54.64
1.95,13.57
11.52,91.59
10.22,77.54
10.37,83.82
4.88,38.68
9.15,64.78
1.73,30.64
0.1,0.0
0.24,9.1
7.04,55.3
5.46,62.73
6.22,53.14
0.09,0.0
5.07,38.1
8.62,69.33
5.31,31.07
8.79,62.62
2.8,4.52
9.76,68.83
7.06,57.43
2.53,23.24
2.84,2.93
7.54,58.92
9.96,85.31
4.99,38.27
3.1,18.46
10.4,79.11
8.03,58.84
5.38,36.65
5.85,48.58
2.45,42.69
7.52,52.74
4.3,31.26
11.95,95.06
5.76,39.22
5.83,57.63
6.79,30.61
11.0,82.7
9.61,85.06
5.41,40.37
8.62,60.79
7.03,60.69
5.91,56.33
2.31,20.57
5.57,36.53
2.95,28.16
10.98,83.8
4.02,39.65
11.43,100.0
6.4,25.12
7.58,61.74
6.52,34.76
1.55,36.84
4.51,31.4
1.19,16.98
7.48,59.45
5.36,34.87
9.34,65.47
2.65,37.02
1.97,25.36
4.88,58.44
11.12,89.51
8.53,71.08
5.03,37.54
6.21,46.79
1.01,0.0
11.81,95.36
8.0,56.08
3.42,31.82
7.03,57.94
1.31,13.39
11.59,100.0
2.1,16.4
7.78,69.78
2.95,44.08
8.61,81.95
9.32,86.11
8.08,61.58
7.37,61.29
10.71,72.49
0.94,12.54
3.97,34.51
2.98,24.07
11.86,100.0
4.67,25.3
8.79,86.68
8.22,74.75
2.54,19.65
2.87,21.46
3.38,31.81
4.93,54.68
2.81,23.51
0.24,3.33
10.55,84.6
11.59,100.0
4.1,29.1
4.06,32.2
0.09,15.32
8.16,66.77
9.91,90.61
1.76,4.96
1.92,13.28
9.48,90.69
7.4,52.4
0.54,2.79
7.47,62.33
3.71,19.76
4.42,31.26
9.24,75.02
9.73,78.32
4.8,51.24
11.37,100.0
4.88,30.46
9.26,75.21
5.81,53.19
10.77,100.0
10.89,94.33
1.05,11.3
11.24,96.57
9.91,85.99
9.5,66.69
2.41,21.22
9.66,91.88
10.2,79.54
3.47,29.05
11.43,88.99
0.6,0.0
1.8,14.6
6.45,54.63
6.91,50.15
7.74,50.39
0.2,0.0
11.52,99.84
0.54,24.01
1.72,27.56
0.17,0.0
6.8,62.96
11.19,82.87
7.99,58.11
9.87,74.36
0.16,8.34
6.5,61.63
5.51,43.14
5.99,47.09
0.87,11.58
8.21,71.39
6.04,60.07
9.18,60.61
5.82,46.79
1.79,3.66
7.78,61.72
2.07,14.29
10.47,83.28
7.36,50.86
1.89,0.22
11.55,71.44
6.22,48.45
0.87,2.69
7.52,53.42
3.04,37.53
9.64,68.56
9.81,92.68
11.75,100.0
6.02,28.67
5.46,44.6
9.04,68.34
1.59,0.0
6.56,38.06
6.55,60.19
1.07,28.78
5.02,49.15
10.24,85.15
10.27,81.98
1.19,26.35
1.09,30.19
3.15,19.35
10.5,63.98
1.55,0.0
8.64,82.34
1.21,9.24
7.48,61.65
4.27,16.28
9.47,68.2
2.8,19.48
7.67,63.44
2.83,18.64
8.56,58.14
10.48,76.03
1.52,24.26
10.4,85.64
7.12,63.1
1.53,3.21
5.13,11.51
1.93,10.21
8.4,58.57
9.11,76.34
1.27,43.01
6.07,55.54
9.78,100.0
11.23,95.56
6.16,43.0
11.4,94.71
6.43,69.23
4.73,56.14
10.18,75.67
5.92,49.86
5.66,31.01
5.88,55.32
10.16,96.82
9.98,80.26
4.84,32.06
4.0,35.6
5.9,51.4
6.87,55.8
2.86,24.67
9.53,74.48
5.84,56.66
4.01,39.43
1.28,0.42
2.87,12.82
11.39,88.59
3.66,36.66
2.03,17.69
5.53,37.79
3.69,32.1
0.42,0.07
3.88,39.83
6.53,55.57
6.62,49.81
4.28,36.54
5.37,56.09
11.59,86.99
4.53,40.25
3.1,24.09
2.92,27.64
5.49,37.4
9.11,74.02
2.47,30.85
8.51,58.72
0.25,0.0
5.03,27.3
9.31,62.78
4.06,38.47
6.76,40.06
2.46,16.7
8.9,77.41
0.63,9.19
10.23,77.99
2.38,20.94
10.49,85.01
4.23,31.6
8.67,67.27
3.83,53.0
10.87,95.06
1.52,36.96
2.14,12.17
5.92,46.48
0.98,0.0
2.35,10.72
11.33,100.0
11.72,88.52
4.52,55.31
11.08,76.2
6.54,41.77
3.24,22.48
8.43,66.79
7.91,72.49
11.87,99.46
3.18,21.28
8.06,63.18
0.62,1.8
1.36,1.76
0.05,0.0
11.99,100.0
9.63,58.74
9.44,91.7
6.12,45.5
3.6,21.08
1.82,21.92
3.42,42.18
4.51,47.27
9.08,77.62
6.48,62.68
0.93,0.0
0.22,0.0
1.23,0.71
4.93,51.65
11.2,85.75
7.65,69.64
9.62,82.33
5.6,36.15
4.34,28.85
1.3,23.34
10.51,76.33
9.4,76.43
2.02,8.31
6.15,46.04
5.85,46.33
7.5,52.18
11.35,81.23
6.96,58.52
6.48,43.41
0.6,0.0
0.75,0.0
2.25,17.21
0.39,12.55
8.92,86.43
8.68,62.18
1.63,34.56
10.03,70.22
1.86,25.69
3.61,21.7
2.99,15.19
4.47,28.29
3.06,23.92
5.87,52.74
4.89,45.81
11.84,85.27
0.67,0.0
1.71,4.48
0.63,3.96
7.51,57.98
0.65,0.0
10.04,82.99
6.14,71.77
6.32,45.55
6.74,49.58
2.05,21.99
2.37,13.39
3.83,37.3
7.12,49.79
2.52,38.49
1.4,14.62
11.64,86.93
0.26,0.0
9.63,71.92
9.46,89.38
3.57,15.85
1.63,6.34
1.75,8.36
8.37,66.8
7.71,59.0
9.39,60.23
11.25,86.0
8.3,65.43
1.87,8.68
2.92,30.24
10.11,90.04
2.51,19.31
0.87,9.27
8.44,45.9
4.83,34.43
11.04,98.37
7.8,58.19
1.09,1.31
11.37,100.0
3.1,43.01
4.05,37.05
4.83,50.01
0.61,0.0
5.96,39.79
1.48,7.14
4.81,36.13
4.21,28.77
9.27,48.69
9.64,80.96
1.84,20.16
4.4,51.21
4.48,27.96
1.82,5.83
9.58,49.85
8.49,64.96
2.28,27.29
4.4,29.09
1.27,31.59
7.54,57.74
1.46,13.12
11.83,81.02
9.37,77.82
4.68,17.67
6.94,62.48
10.94,94.73
6.65,66.79
2.09,6.55
4.54,37.96
10.12,86.58
7.73,66.27
7.81,53.82
10.4,59.3
10.73,89.29
11.04,86.78
1.14,3.44
6.53,59.88
8.89,70.64
9.08,59.47
7.28,38.93
2.0,4.72
9.57,100.0
8.64,76.36
1.03,10.16
5.57,42.71
2.09,14.23
4.05,44.07
0.22,0.0
4.8,44.2
6.6,49.3
7.43,78.88
7.96,71.12
10.04,92.74
2.59,14.84
1.45,22.15
10.22,78.62
1.88,16.14
11.7,100.0
10.11,70.46
6.01,50.12
11.78,98.6
1.17,14.55
3.64,24.59
7.66,82.13
4.2,20.65
11.14,100.0
0.79,18.45
6.59,71.75
7.09,40.84
7.83,53.97
3.07,39.46
4.37,16.23
10.12,64.93
2.34,13.83
9.92,81.3
6.75,69.94
9.15,71.32
8.56,62.42
2.49,23.04
6.83,59.3
10.41,87.71
5.19,39.7
11.6,73.24
5.43,34.24
1.71,27.91
4.67,39.26
11.42,88.14
3.84,41.87
10.42,72.04
10.58,82.35
4.2,35.0
1.0,3.58
8.69,70.57
3.74,28.03
9.4,61.17
5.31,44.31
5.82,33.3
9.33,76.34
4.59,50.45
5.32,39.73
4.51,24.4
4.41,33.99
6.31,42.17
9.71,83.59
4.34,33.25
6.29,67.43
8.05,76.02
3.23,24.34
3.33,33.8
11.2,85.68
8.68,69.8
6.93,51.8
7.77,69.85
0.35,17.14
7.42,67.32
6.11,58.13
6.55,61.62
4.31,40.02
0.98,0.0
2.32,35.57
11.41,100.0
4.9,36.9
5.6,41.09
0.63,11.18
0.45,9.11
8.61,66.83
6.46,39.16
6.1,51.89
2.92,28.85
8.94,78.75
2.02,19.64
2.28,15.52
5.53,54.17
3.44,28.14
2.97,19.11
7.74,60.14
7.81,45.03
9.89,77.33
5.01,46.98
0.88,10.41
3.28,41.48
11.76,91.45
7.16,62.11
8.52,76.06
0.09,24.13
6.22,51.2
0.45,0.0
6.83,63.13
11.05,100.0
11.62,89.74
6.49,60.3
5.5,56.27
11.34,100.0
8.08,65.92
0.78,0.0
5.59,43.9
2.88,27.65
5.64,54.18
5.47,47.06
6.99,52.09
4.28,39.8
1.97,24.37
6.04,52.15
9.96,71.34
7.97,61.93
4.06,41.96
11.23,75.98
10.95,66.64
2.51,35.18
0.47,8.9
8.9,77.23
9.93,68.68
11.61,100.0
10.68,88.18
7.21,41.81
6.36,65.13
0.33,4.26
2.96,19.72
5.52,40.34
7.54,40.18
6.69,59.43
8.91,73.91
3.36,24.92
6.78,67.02
1.06,0.0
4.96,33.74
9.0,63.52
8.32,63.78
11.89,95.78
3.33,30.98
5.98,44.36
3.95,22.86
5.29,59.16
10.28,100.0
8.21,67.12
10.59,77.15
2.44,34.29
10.48,69.38
0.72,2.39
10.66,78.34
3.95,20.0
3.78,27.4
6.15,40.52
11.29,90.43
0.57,4.86
4.23,27.6
10.28,78.53
4.75,35.71
2.39,27.22
5.1,39.3
4.63,45.26
10.98,93.74
9.14,78.86
6.06,62.37
11.86,83.69
5.58,39.93
0.7,23.22
3.15,22.61
5.23,13.71
1.88,13.03
11.37,92.32
9.2,47.45
3.22,39.09
7.09,49.58
8.66,72.54
11.3,88.1
10.58,71.75
6.18,38.75
9.3,65.02
6.75,64.82
6.63,51.58
1.38,5.8
1.51,2.76
6.35,62.8
3.23,40.45
0.25,13.87
8.67,74.32
0.39,6.02
7.14,44.99
6.47,49.3
11.63,86.17
5.81,28.23
0.76,16.68
6.62,46.0
10.09,92.7
11.96,100.0
5.16,46.88
3.84,36.88
10.88,80.89
2.29,36.94
7.39,59.51
4.87,41.97
0.49,0.0
4.17,24.03
3.18,30.23
8.23,68.04
11.39,83.19
3.22,11.35
9.74,65.2
0.66,17.28
6.46,45.53
0.85,3.38
11.21,100.0
9.2,62.35
7.9,55.89
9.89,71.41
7.77,78.34
11.63,100.0
8.57,76.06
11.1,96.6
6.21,43.84
1.4,30.71
6.34,53.38
1.52,20.71
7.11,55.82
5.79,43.64
7.47,76.4
0.12,6.36
2.34,33.22
5.9,49.72
11.41,82.76
4.6,30.99
5.09,41.77
8.58,62.35
7.25,46.89
3.59,40.71
4.93,33.99
2.61,22.28
11.59,95.7
1.57,6.66
4.46,50.2
0.31,0.0
2.66,23.91
9.37,77.39
2.41,18.77
0.96,0.0
5.69,54.26
0.12,8.39
1.02,1.38
9.69,84.61
9.26,77.81
10.98,75.05
10.25,73.49
8.2,76.97
0.63,8.12
9.39,69.51
10.15,72.58
9.59,71.56
6.1,44.37
2.79,13.9
10.14,63.73
8.73,81.21
11.77,100.0
1.87,2.21
2.71,23.03
2.54,11.31
9.51,73.47
2.24,14.5
0.8,2.12
11.98,100.0
0.3,0.0
10.02,72.1
4.38,27.45
10.1,91.23
6.66,36.72
10.82,78.93
11.11,100.0
0.11,3.31
0.9,9.16
3.0,45.36
8.03,66.72
10.66,78.19
5.52,41.33
7.28,46.92
2.26,30.66
9.66,83.02
11.61,100.0
3.22,37.92
5.94,43.36
1.03,0.0
6.71,53.16
6.03,39.54
1.73,15.52
5.3,53.76
4.01,30.39
6.26,51.6
7.03,55.28
0.1,8.84
9.13,66.38
8.56,46.48
4.4,39.87
0.64,14.96
9.06,76.94
11.46,85.29
2.88,11.7
3.88,36.0
2.21,19.06
6.92,54.13
1.86,33.09
4.27,24.73
8.36,84.66
6.72,54.09
4.64,18.74
5.04,38.55
6.75,63.56
0.07,0.0
0.94,0.0
10.58,82.96
0.93,0.0
8.48,72.77
11.04,96.06
3.25,15.42
4.45,28.51
6.83,62.18
10.58,76.06
11.3,79.6
8.87,59.21
1.04,11.84
8.03,67.33
4.92,32.55
5.65,45.24
0.59,19.99
2.29,8.6
9.49,56.37
5.45,48.13
3.62,27.86
4.61,29.77
10.25,88.54
8.99,80.3
3.27,4.06
1.41,4.75
3.02,47.37
11.05,94.23
6.98,62.59
6.4,62.94
7.16,57.42
4.39,43.11
9.69,84.66
6.28,55.63
1.4,7.99
1.55,14.11
6.44,45.65
11.24,90.04
3.7,17.92
10.43,75.57
9.17,70.53
2.97,14.35
0.44,0.0
1.22,8.14
8.74,73.96
2.4,28.66
4.46,31.0
6.02,61.51
8.71,79.03
1.36,15.91
4.88,40.55
5.82,49.76
6.49,63.79
9.82,90.8
2.06,29.83
9.69,77.97
8.31,72.07
6.67,66.8
8.39,60.92
4.94,36.37
1.66,13.45
7.99,72.91
6.3,59.52
7.67,59.07
4.06,17.36
10.88,89.52
7.05,47.2
1.02,0.0
5.4,30.54
9.08,75.87
9.53,89.85
5.94,47.87
10.74,88.01
3.21,37.53
4.93,23.97
10.78,91.47
10.76,85.92
8.23,71.49
10.31,77.63
1.07,0.34
10.38,84.44
3.85,47.27
2.14,25.73
2.87,17.9
5.02,26.72
3.01,7.29
3.85,43.94
1.62,3.41
3.55,25.18
6.87,68.15
5.3,26.28
4.16,48.21
8.96,69.12
10.72,74.29
9.08,70.18
3.98,24.65
8.93,75.87
1.82,8.11
1.56,0.0
4.15,30.97
9.69,63.97
2.96,25.69
0.76,0.0
1.58,7.76
10.3,84.27
7.61,58.72
3.04,26.81
6.66,60.11
6.33,39.07
7.87,62.28
2.8,0.0
10.37,85.46
3.71,26.69
8.33,56.8
0.19,4.71
4.47,47.5
4.22,29.0
6.52,42.73
0.87,8.63
9.48,62.5
2.61,14.3
8.12,77.22
9.64,77.73
6.74,35.15
8.89,53.15
7.94,65.16
4.27,42.75
9.71,61.47
3.54,32.79
6.85,68.14
8.94,90.44
4.55,39.69
3.63,34.13
5.51,22.77
9.82,99.52
11.16,83.52
6.54,42.99
7.94,60.95
10.84,100.0
1.18,31.54
2.78,23.53
8.51,78.04
9.88,79.51
10.28,71.9
4.98,54.62
1.07,2.36
5.25,57.38
2.77,35.14
3.49,34.1
9.27,92.43
0.91,29.57
9.93,77.7
5.13,32.97
7.15,38.58
1.08,31.05
4.05,27.99
1.08,19.96
11.54,84.9
9.69,92.88
5.52,37.12
2.68,9.55
11.2,87.53
4.14,27.76
1.93,21.42
6.76,53.55
11.33,96.88
0.05,0.0
2.86,16.21
11.26,84.26
2.05,36.87
1.36,13.12
6.84,34.9
10.34,77.53
5.73,46.77
11.93,100.0
8.15,75.49
0.89,0.0
11.91,100.0
4.89,38.85
3.45,40.05
6.69,42.01
3.65,5.23
1.04,0.0
0.02,0.0
5.4,64.28
10.04,82.48
6.87,45.7
11.99,100.0
3.44,29.43
3.37,33.13
1.92,27.43
1.97,12.85
3.42,18.58
9.51,84.39
10.87,94.98
11.7,94.62
2.79,44.08
10.58,80.23
3.94,22.51
1.35,15.01
10.44,76.77
7.63,66.02
1.98,7.48
5.16,37.26
3.45,46.49
8.84,66.68
5.44,35.54
11.87,100.0
0.66,0.0
4.26,27.15
5.78,52.03
6.04,57.68
3.79,42.53
8.75,62.53
10.5,89.94
11.26,85.46
9.66,71.23
10.21,93.69
6.61,47.36
9.91,82.07
3.64,30.69
4.78,27.55
3.8,40.08
5.61,50.47
3.43,7.55
11.54,95.09
3.75,22.3
1.18,20.38
6.32,36.12
0.69,1.92
1.33,14.23
2.63,21.6
5.57,52.21
5.2,26.41
9.6,93.29
8.87,76.24
5.12,54.52
4.0,40.78
3.8,30.26
9.29,61.46
0.62,0.0
0.15,17.13
9.55,90.23
5.73,39.61
1.57,0.0
2.83,20.49
11.19,86.64
10.31,80.01
8.52,73.42
5.79,55.06
6.24,59.85
11.7,98.08
11.59,74.71
2.58,17.25
9.73,100.0
2.37,22.68
2.56,24.18
8.11,68.5
4.86,43.03
11.18,65.6
1.07,6.15
6.14,48.73
11.02,100.0
10.85,87.27
1.88,0.0
4.4,39.5
7.43,51.4
1.91,3.13
11.62,84.59
10.98,93.24
2.0,28.61
1.45,16.46
1.02,14.52
10.91,92.04
2.32,19.6
5.0,46.93
5.39,18.9
7.19,58.62
0.86,0.0
2.72,33.4
11.18,87.95
10.9,87.52
9.38,59.95
0.23,12.03
3.92,37.67
7.54,65.85
3.3,18.29
10.92,79.58
7.61,63.09
0.86,0.0
10.91,91.61
11.49,70.34
0.93,2.58
6.39,69.07
3.64,33.52
4.71,39.38
2.16,37.1
6.94,32.14
11.5,83.81
6.04,44.28
0.99,16.54
7.44,68.28
4.08,24.0
10.27,92.15
5.22,37.7
2.31,30.63
2.29,8.02
9.23,72.57
3.19,20.59
9.21,84.21
2.47,14.54
3.86,30.46
5.59,49.75
11.32,96.0
11.18,98.32
2.48,21.97
4.3,30.21
1.79,10.85
6.12,49.22
5.53,46.71
10.81,85.0
11.16,89.47
4.6,21.65
5.9,53.88
10.75,87.85
9.68,87.46
0.04,0.35
3.84,13.34
5.06,36.91
2.76,20.05
2.39,26.59
0.45,0.0
7.72,62.18
3.15,30.34
0.63,0.0
2.77,22.92
9.62,70.71
10.22,74.45
5.8,42.29
4.99,32.84
11.73,100.0
2.41,11.9
2.58,11.65
3.5,45.7
2.07,26.19
4.55,17.8
10.93,79.79
7.38,61.5
4.94,42.78
11.21,74.8
0.58,16.24
2.52,28.44
6.79,59.14
7.39,72.66
0.47,8.32
4.84,43.18
7.79,77.9
8.38,78.03
7.66,52.85
3.85,37.11
1.12,2.34
5.13,46.04
1.55,17.13
11.37,77.14
5.7,44.4
3.81,33.11
9.2,69.2
5.98,50.95
3.72,37.82
9.74,77.64
10.41,85.49
8.08,78.44
0.56,9.24
6.8,56.38
9.16,63.7
1.64,19.81
2.74,25.25
10.59,97.56
0.24,2.4
9.03,54.1
5.69,28.48
5.36,50.25
0.09,0.0
9.83,83.03
4.32,35.69
6.49,50.25
8.13,64.06
8.43,58.8
11.47,91.62
6.38,45.16
4.8,34.65
11.44,88.32
7.71,59.38
3.58,37.84
1.52,10.84
10.11,91.12
4.35,50.15
7.93,71.95
5.65,50.54
2.39,22.37
7.22,66.42
0.73,6.72
4.96,49.53
6.56,58.62
5.23,38.26
8.98,80.83
9.94,80.4
9.25,72.98
0.47,0.0
2.33,20.3
6.44,61.48
11.22,98.63
10.02,83.69
10.11,86.88
3.64,41.82
5.15,39.73
5.65,34.03
1.89,28.12
0.37,0.0
11.36,84.0
